SURVEY_ID,PARTICIPANT_ID,QUESTION_ID,ANSWER_ID
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450542"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658474628"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450542"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450542"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450542"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"None"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450542"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492310"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436303"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658474628"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450546"
128705841,,239016910,"1658436303"
128705841,,239024768,"1658492310"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450546"
128705841,,239016910,"1658436303"
128705841,,239024768,"1658492311"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450542"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492311"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436303"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658474628"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450542"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492311"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492311"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436303"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436303"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450542"
128705841,,239016910,"1658436303"
128705841,,239024768,"1658492310"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450541"
128705841,,239016910,"1658436304"
128705841,,239024768,"1658492309"
128705841,,239015307,"1658450538"
128705841,,239016910,"1658436304"
